q_diag,r_diag,horizon,tolerance,dt_
0.85,0.2,100,0.2,0.2
X_Goal,Y_Goal,X_Pos,Y_Pos,Theta_Goal,Theta
-3,2,-2.81023,2.03735,-1.5708,-1.67885
-3,2,-2.81247,2.02115,-1.5708,-1.73663
-3,2,-2.81406,2.01236,-1.5708,-1.76498
-3,2,-2.81578,2.00419,-1.5708,-1.79048
-3,2,-2.81812,1.99437,-1.5708,-1.81996
-3,2,-2.81985,1.98781,-1.5708,-1.83923
-3,2,-2.82212,1.97992,-1.5708,-1.8622
-3,2,-2.82426,1.97303,-1.5708,-1.88204
-3,2,-2.82626,1.96699,-1.5708,-1.89942
-3,2,-2.82769,1.96286,-1.5708,-1.91125
-3,2,-2.82945,1.95799,-1.5708,-1.92497
-3,2,-2.83064,1.95481,-1.5708,-1.9335
-3,2,-2.83246,1.9501,-1.5708,-1.94495
-3,2,-2.83398,1.94625,-1.5708,-1.95185
-3,2,-2.83475,1.94434,-1.5708,-1.95311
-3,2,-2.83558,1.94229,-1.5708,-1.95061
-3,2,-2.83629,1.94047,-1.5708,-1.93793
-3,2,-2.83647,1.94,-1.5708,-1.92109
-3,2,-2.83744,1.93719,-1.5708,-1.91085
-3,2,-2.84011,1.92992,-1.5708,-1.92641
-3,2,-2.84118,1.92697,-1.5708,-1.88085
-3,2,-2.83967,1.93318,-1.5708,-1.76133
-3,2,-2.83876,1.93906,-1.5708,-1.69587
-3,1,-2.83794,1.94932,-0.321751,-1.59821
-3,1,-2.83769,1.94136,-0.321751,-1.51122
-3,1,-2.83599,1.92333,-0.321751,-1.4461
-3,1,-2.83148,1.89518,-0.321751,-1.38103
-3,1,-2.81885,1.84248,-0.321751,-1.29426
-3,1,-2.7882,1.75391,-0.321751,-1.18581
-3,1,-2.74831,1.66682,-0.321751,-1.09904
-3,1,-2.69572,1.57346,-0.321751,-1.01915
-3,1,-2.64446,1.4965,-0.321751,-0.944751
-3,1,-2.6097,1.45107,-0.321751,-0.889002
-3,1,-2.57924,1.41552,-0.321751,-0.833261
-3,1,-2.55406,1.38923,-0.321751,-0.777523
-3,1,-2.53025,1.36732,-0.321751,-0.703202
-3,1,-2.51942,1.35866,-0.321751,-0.628882
-3,1,-2.52679,1.36324,-0.321751,-0.535982
-3,1,-2.55091,1.37625,-0.321751,-0.459414
-3,1,-2.57765,1.38817,-0.321751,-0.378102
-3,1,-2.62665,1.40386,-0.321751,-0.243228
-3,1,-2.67142,1.41239,-0.321751,-0.139378
-3,1,-2.73226,1.41751,-0.321751,-0.037239
